2020-09-17,189807,6619479,43642
2020-09-16,188927,6575837,40319
2020-09-15,187737,6535518,34778
2020-09-14,186703,6500740,33572
2020-09-13,186296,6467168,34579
2020-09-12,185904,6432589,41850
2020-09-11,185087,6390739,44698
2020-09-10,184072,6346041,37409
2020-09-09,182911,6308632,30733
2020-09-08,181823,6277899,22310
2020-09-07,181476,6255589,28117
2020-09-06,181249,6227472,33033
2020-09-05,180797,6194439,44860
2020-09-04,179871,6149579,51600
2020-09-03,178872,6097979,44643
2020-09-02,177800,6053336,30655
2020-09-01,176765,6022681,42242
2020-08-31,175751,5980439,31720
2020-08-30,175371,5948719,38766
2020-08-29,174894,5909953,43995
2020-08-28,173877,5865958,46115
2020-08-27,172857,5819843,44111
2020-08-26,171729,5775732,44331
2020-08-25,170429,5731401,36839
2020-08-24,169289,5694562,34543
2020-08-23,168948,5660019,37900
2020-08-22,168371,5622119,46054
2020-08-21,167336,5576065,46456
2020-08-20,166217,5529609,43844
2020-08-19,165088,5485765,45073
2020-08-18,163677,5440692,40070
2020-08-17,162498,5400622,37751
2020-08-16,162087,5362871,42503
2020-08-15,161470,5320368,56046
2020-08-14,160243,5264322,57101
2020-08-13,159017,5207221,51763
2020-08-12,157854,5155458,56186
2020-08-11,156337,5099272,54935
2020-08-10,155017,5044337,41370
2020-08-09,154587,5002967,50766
2020-08-08,153966,4952201,53529
2020-08-07,152880,4898672,60823
2020-08-06,151557,4837849,54048
2020-08-05,150316,4783801,52698
2020-08-04,148961,4731103,51198
2020-08-03,147720,4679905,42738
2020-08-02,147204,4637167,53301
2020-08-01,146708,4583866,60679
2020-07-31,145507,4523187,67827
2020-07-30,144179,4455360,68961
2020-07-29,142931,4386399,64143
2020-07-28,141428,4322256,58457
2020-07-27,140317,4263799,54479
2020-07-26,139251,4209320,60768
2020-07-25,138690,4148552,64845
2020-07-24,137676,4083707,75061
2020-07-23,136501,4008646,71436
2020-07-22,135431,3937210,69422
2020-07-21,134282,3867788,62920
2020-07-20,133241,3804868,56663
2020-07-19,132865,3748205,64230
2020-07-18,132338,3683975,64750
2020-07-17,131462,3619225,76524
2020-07-16,130523,3542701,70489
2020-07-15,129582,3472212,69373
2020-07-14,128719,3402839,58609
2020-07-13,127978,3344230,57160
2020-07-12,127649,3287070,61605
2020-07-11,127177,3225465,62569
2020-07-10,126422,3162896,67111
2020-07-09,125583,3095785,59062
2020-07-08,124720,3036723,62813
2020-07-07,123901,2973910,50990
2020-07-06,122996,2922920,40925
2020-07-05,122759,2881995,45334
2020-07-04,122550,2836661,54881
2020-07-03,122254,2781780,54199
2020-07-02,121651,2727581,53511
2020-07-01,120952,2674070,51046
2020-06-30,120254,2623024,47010
2020-06-29,119675,2576014,39398
2020-06-28,119339,2536616,41745
2020-06-27,119066,2494871,43058
2020-06-26,118558,2451813,44340
2020-06-25,117940,2407473,39707
2020-06-24,117292,2367766,39117
2020-06-23,116588,2328649,33447
2020-06-22,115864,2295202,26829
2020-06-21,115576,2268373,29188
2020-06-20,115283,2239185,32236
2020-06-19,114668,2206949,30865
2020-06-18,114016,2176084,27042
2020-06-17,113334,2149042,24153
2020-06-16,112554,2124889,22838
2020-06-15,111834,2102051,18255
2020-06-14,111449,2083796,21658
2020-06-13,111094,2062138,25453
2020-06-12,110400,2036685,23141
2020-06-11,109634,2013544,21991
2020-06-10,108738,1991553,20880
2020-06-09,107845,1970673,16916
2020-06-08,106959,1953757,16923
2020-06-07,106284,1936834,19056
2020-06-06,105837,1917778,22746
2020-06-05,105123,1895032,23050
2020-06-04,104288,1871982,20477
2020-06-03,103405,1851505,20182
2020-06-02,102430,1831323,19879
2020-06-01,101459,1811444,20101
2020-05-31,100780,1791343,21641
2020-05-30,100125,1769702,23596
2020-05-29,99202,1746106,23618
2020-05-28,98028,1722488,22799
2020-05-27,96793,1699689,19172
2020-05-26,95458,1680517,16690
2020-05-25,94793,1663827,18555
2020-05-24,94237,1645272,19062
2020-05-23,93549,1626210,22561
2020-05-22,92509,1603649,24115
2020-05-21,91219,1579534,26831
2020-05-20,89839,1552703,21293
2020-05-19,88442,1531410,20687
2020-05-18,87125,1510723,20597
2020-05-17,86271,1490126,20436
2020-05-16,85398,1469690,23743
2020-05-15,84161,1445947,25490
2020-05-14,82623,1420457,26773
2020-05-13,80770,1393684,21500
2020-05-12,79040,1372184,22442
2020-05-11,77531,1349742,18140
2020-05-10,76640,1331602,21116
2020-05-09,75605,1310486,25320
2020-05-08,74149,1285166,27197
2020-05-07,72365,1257969,27229
2020-05-06,69617,1230740,25256
2020-05-05,67699,1205484,22344
2020-05-04,65209,1183140,22195
2020-05-03,64181,1160945,25789
2020-05-02,62933,1135156,29196
2020-05-01,61406,1105960,32808
2020-04-30,59597,1073152,30046
2020-04-29,57437,1043106,26176
2020-04-28,54761,1016930,25234
2020-04-27,52683,991696,22407
2020-04-26,51393,969289,27314
2020-04-25,50174,941975,35734
2020-04-24,48545,906241,34226
2020-04-23,46571,872015,31953
2020-04-22,44762,840062,29176
2020-04-21,42677,810886,26039
2020-04-20,40198,784847,25967
2020-04-19,38382,758880,27523
2020-04-18,36619,731357,27950
2020-04-17,34724,703407,31984
2020-04-16,32606,671423,31527
2020-04-15,30412,639896,29921
2020-04-14,27867,609975,25874
2020-04-13,25515,584101,24281
2020-04-12,23882,559820,28115
2020-04-11,22182,531705,31263
2020-04-10,20107,500442,33608
2020-04-09,18024,466834,35116
2020-04-08,15973,431718,30959
2020-04-07,13970,400759,30476
2020-04-06,11932,370283,28243
2020-04-05,10618,342040,25910
2020-04-04,9276,316130,33058
2020-04-03,7798,283072,31890
2020-04-02,6511,251182,28063
2020-04-01,5336,223119,26271
2020-03-31,4330,196848,24937
2020-03-30,3422,171911,21202
2020-03-29,2837,150709,19664
2020-03-28,2332,131045,19771
2020-03-27,1781,111274,19254
2020-03-26,1371,92020,17616
2020-03-25,1058,74404,12631
2020-03-24,817,61773,10882
2020-03-23,581,50891,11192
2020-03-22,480,39699,9223
2020-03-21,335,30476,6932
2020-03-20,273,23544,6102
2020-03-19,203,17442,4614
2020-03-18,152,12828,3357
2020-03-17,124,9471,2088
2020-03-16,100,7383,1715
2020-03-15,79,5668,1289
2020-03-14,64,4379,1025
2020-03-13,56,3354,843
2020-03-12,51,2511,683
2020-03-11,43,1828,420
2020-03-10,37,1408,388
2020-03-09,35,1020,276
2020-03-08,31,744,170
2020-03-07,27,574,137
2020-03-06,26,437,132
2020-03-05,20,305,65
2020-03-04,16,240,126
2020-03-03,14,114,42
2020-03-02,11,72,30
2020-03-01,8,42,24
2020-02-29,5,18,3
2020-02-28,4,15,2
2020-02-27,2,13,1
2020-02-26,2,12,2
2020-02-25,0,10,1
2020-02-24,0,9,1
2020-02-23,0,8,1
2020-02-22,0,7,0
2020-02-21,0,7,0
2020-02-20,0,7,0
2020-02-19,0,7,0
2020-02-18,0,7,0
2020-02-17,0,7,0
2020-02-16,0,7,0
2020-02-15,0,7,0
2020-02-14,0,7,1
2020-02-13,0,6,1
2020-02-12,0,5,0
2020-02-11,0,5,0
2020-02-10,0,5,0
2020-02-09,,5,0
2020-02-08,,5,0
2020-02-07,,5,0
2020-02-06,,5,2
2020-02-05,,3,0
2020-02-04,,3,0
2020-02-03,,3,1
2020-02-02,,2,0
2020-02-01,,2,0
2020-01-31,,2,0
2020-01-30,,2,0
2020-01-29,,2,0
2020-01-28,,2,0
2020-01-27,,2,0
2020-01-26,,2,0
2020-01-25,,2,0
2020-01-24,,2,0
2020-01-23,,2,0
2020-01-22,,2,0
2020-01-21,,2,1
2020-01-20,,1,0
2020-01-19,,1,1
2020-01-18,,0,0
2020-01-17,,0,0
2020-01-16,,0,0
2020-01-15,,0,0
2020-01-14,,0,0
2020-01-13,,,0
